

#sentence 0
50	and	and	CCONJ	CC	cc	know	45	None	cc_clause	None	None	None	None	None	None	None
51	I	i	PRON	PRP	nsubj	have	54	pp_all	pp1	None	None	None	None	None	None	None
52	do	do	AUX	VBP	aux	have	54	None	None	None	None	None	None	None	None	None
53	n't	not	PART	RB	neg	have	54	None	None	None	None	contraction	None	None	None	None
54	have	have	VERB	VB	conj	know	45	verb	non_past_tense	None	None	None	None	None	None	None
55	any	any	DET	DT	det	cosmetics	56	None	None	None	None	None	None	None	None	None
56	cosmetics	cosmetic	NOUN	NNS	dobj	have	54	nn_all	None	None	None	None	None	None	None	None
57	except	except	SCONJ	IN	prep	cosmetics	56	prep_phrase	None	None	None	None	None	None	None	None
58	one	one	NUM	CD	nummod	lipstick	59	None	None	None	None	None	None	None	None	None
59	lipstick	lipstick	NOUN	NN	pobj	except	57	nn_all	None	None	None	None	None	None	None	None
60	.	.	PUNCT	.	punct	have	54	None	None	None	None	None	None	None	None	None

#sentence 6
61	people	people	NOUN	NNS	nsubj	have	63	nn_all	None	None	None	None	None	None	nn_animate	None
62	usually	usually	ADV	RB	advmod	have	63	None	None	None	None	None	None	None	None	None
63	have	have	VERB	VBP	ROOT	have	63	verb	non_past_tense	None	None	None	None	None	None	None
64	some	some	DET	DT	det	cosmetics	65	None	None	None	None	None	None	None	None	None
65	cosmetics	cosmetic	NOUN	NNS	dobj	have	63	nn_all	None	None	None	None	None	None	None	None
66	in	in	ADP	IN	prep	have	63	prep_phrase	None	None	None	None	None	None	None	None
67	house	house	NOUN	NN	pobj	in	66	nn_all	None	None	None	None	None	None	nn_group	None
68	.	.	PUNCT	.	punct	have	63	None	None	None	None	None	None	None	None	None

#sentence 7
69	Even	even	ADV	RB	advmod	they	70	None	None	None	None	None	None	None	None	None
70	they	they	PRON	PRP	nsubj	are	71	pp_all	pp3	None	None	None	None	None	None	None
71	are	be	AUX	VBP	ROOT	are	71	None	None	be_mv	None	None	None	None	None	None
72	mothers	mother	NOUN	NNS	attr	are	71	nn_all	None	None	None	None	None	None	nn_animate	None
73	'	'	PART	POS	case	mothers	72	None	None	None	None	None	None	None	None	None
74	but	but	CCONJ	CC	cc	are	71	None	None	None	None	None	None	None	None	None
75	my	my	PRON	PRP$	poss	mother	76	pp_all	pp1	None	None	None	None	None	None	None
76	mother	mother	NOUN	NN	nsubj	make	78	nn_all	None	None	None	None	None	None	nn_animate	None
77	never	never	ADV	RB	neg	make	78	None	None	None	None	None	None	None	factive_adverb	None
78	make	make	VERB	VBP	conj	are	71	verb	non_past_tense	None	None	None	None	None	None	None
79	up	up	ADP	RP	prt	make	78	None	None	None	None	None	None	None	None	None
80	.	.	PUNCT	.	punct	make	78	None	None	None	None	None	None	None	None	None

#sentence 8
81	She	she	PRON	PRP	nsubj	like	84	pp_all	pp3	None	None	None	None	None	None	None
82	does	do	AUX	VBZ	aux	like	84	None	None	None	None	None	None	None	None	None
83	n't	not	PART	RB	neg	like	84	None	None	None	None	contraction	None	None	None	None
84	like	like	VERB	VB	ROOT	like	84	verb	non_past_tense	None	None	None	None	None	mental_verb	None
85	to	to	PART	TO	aux	make	86	None	None	None	None	None	None	None	None	None
86	make	make	VERB	VB	xcomp	like	84	verb	non_past_tense	None	None	to_clause	to_clause_verb	None	None	to_clause_verb_desire
87	up	up	ADP	RP	prt	make	86	None	None	None	None	None	None	None	None	None
88	because	because	SCONJ	IN	mark	is	90	None	None	None	adverbial_subordinator_causitive	None	None	None	None	None
89	it	it	PRON	PRP	nsubj	is	90	pp_all	pp3_it	None	None	None	None	None	None	None
90	is	be	AUX	VBZ	advcl	like	84	None	None	be_mv	None	None	None	None	None	None
91	bad	bad	ADJ	JJ	acomp	is	90	None	jj_predicative	None	None	None	None	None	None	None
92	for	for	ADP	IN	prep	bad	91	prep_phrase	None	None	None	None	None	None	None	None
93	skin	skin	NOUN	NN	pobj	for	92	nn_all	None	None	None	None	None	None	None	None
94	.	.	PUNCT	.	punct	like	84	None	None	None	None	None	None	None	None	None

#sentence 9
95	and	and	CCONJ	CC	cc	make	99	None	cc_clause	None	None	None	None	None	None	None
96	she	she	PRON	PRP	nsubj	make	99	pp_all	pp3	None	None	None	None	None	None	None
97	ca	can	AUX	MD	aux	make	99	None	None	None	None	None	None	None	None	None
98	n't	not	PART	RB	neg	make	99	None	None	None	None	contraction	None	None	None	None
99	make	make	VERB	VB	ccomp	think	108	verb	non_past_tense	None	None	None	None	None	None	None
100	up	up	ADP	RP	prt	make	99	None	None	None	None	None	None	None	None	None
101	herself	herself	PRON	PRP	npadvmod	make	99	pp_all	pp3	None	None	None	None	None	None	None
102	(	(	PUNCT	-LRB-	punct	handicapped	105	None	None	None	None	None	None	None	None	None
103	she	she	PRON	PRP	nsubj	handicapped	105	pp_all	pp3	None	None	None	None	None	None	None
104	has	have	AUX	VBZ	aux	handicapped	105	None	None	None	None	None	None	None	None	None
105	handicapped	handicap	VERB	VBN	parataxis	make	99	verb	perfect_aspect	None	None	None	None	None	None	None
106	)	)	PUNCT	-RRB-	punct	make	99	None	None	None	None	None	None	None	None	None
107	She	she	PRON	PRP	nsubj	think	108	pp_all	pp3	None	None	None	None	None	None	None
108	think	think	VERB	VBP	ROOT	think	108	verb	non_past_tense	None	None	None	None	None	mental_verb	None
109	that	that	SCONJ	IN	mark	need	113	None	that_complement_clause	that_verb_clause	None	None	None	None	that_verb_clause_likelihood	None
110	she	she	PRON	PRP	nsubj	need	113	pp_all	pp3	None	None	None	None	None	None	None
111	does	do	AUX	VBZ	aux	need	113	None	None	None	None	None	None	None	None	None
112	n't	not	PART	RB	neg	need	113	None	None	None	None	contraction	None	None	None	None
113	need	need	VERB	VB	ccomp	think	108	verb	non_past_tense	None	None	None	None	None	mental_verb	None
114	it	it	PRON	PRP	dobj	need	113	pp_all	pp3_it	None	None	None	None	None	None	None
115	.	.	PUNCT	.	punct	think	108	None	None	None	None	None	None	None	None	None

#sentence 10
116	Maybe	maybe	ADV	RB	advmod	is	118	None	hedges_adverb	None	None	None	None	None	None	None
117	she	she	PRON	PRP	nsubj	is	118	pp_all	pp3	None	None	None	None	None	None	None
118	is	be	AUX	VBZ	ROOT	is	118	None	None	be_mv	None	None	None	None	None	None
119	not	not	PART	RB	neg	is	118	None	None	None	None	None	None	None	None	None
120	interested	interested	ADJ	JJ	acomp	is	118	None	jj_predicative	None	None	None	None	None	None	None
121	it	it	PRON	PRP	npadvmod	interested	120	pp_all	pp3_it	None	None	None	None	None	None	None
122	too	too	ADV	RB	advmod	is	118	None	None	None	None	None	None	None	None	None
123	.	.	PUNCT	.	punct	is	118	None	None	None	None	None	None	None	None	None

#sentence 11
124	Anyway	anyway	INTJ	UH	intj	make	126	None	discourse_particle	None	None	None	None	None	None	None
125	Nobody	nobody	PRON	NN	nsubj	make	126	None	pp_indefinite	None	None	None	None	None	None	None
126	make	make	VERB	VBP	ROOT	make	126	verb	non_past_tense	None	None	None	None	None	None	None
127	up	up	ADP	RP	prt	make	126	None	None	None	None	None	None	None	None	None
128	in	in	ADP	IN	prep	make	126	prep_phrase	None	None	None	None	None	None	None	None
129	my	my	PRON	PRP$	poss	family	130	pp_all	pp1	None	None	None	None	None	None	None
130	family	family	NOUN	NN	pobj	in	128	nn_all	None	None	None	None	None	None	nn_animate	None
131	so	so	CCONJ	CC	cc	make	126	None	None	None	None	None	None	None	None	None
132	really	really	ADV	RB	advmod	know	136	None	None	None	None	None	None	None	factive_adverb	None
133	I	i	PRON	PRP	nsubj	know	136	pp_all	pp1	None	None	None	None	None	None	None
134	do	do	AUX	VBP	aux	know	136	None	None	None	None	None	None	None	None	None
135	n't	not	PART	RB	neg	know	136	None	None	None	None	contraction	None	None	None	None
136	know	know	VERB	VB	conj	make	126	verb	non_past_tense	None	None	None	None	None	mental_verb	None
137	about	about	ADP	IN	prep	know	136	prep_phrase	None	None	None	None	None	None	None	None
138	it	it	PRON	PRP	pobj	about	137	pp_all	pp3_it	None	None	None	None	None	None	None
139	.	.	PUNCT	.	punct	know	136	None	None	None	None	None	None	None	None	None
