

#sentence 0
40	go	go	VERB	VBP	ROOT	go	40	verb	non_past_tense	None	None	None	None	None	activity_verb	None
41	with	with	ADP	IN	prep	go	40	prep_phrase	None	None	None	None	None	None	None	None
42	him	he	PRON	PRP	pobj	with	41	pp_all	pp3	None	None	None	None	None	None	None
43	for	for	ADP	IN	prep	go	40	prep_phrase	None	None	None	None	None	None	None	None
44	many	many	ADJ	JJ	amod	places	45	None	jj_attributive	None	None	None	None	None	None	None
45	places	place	NOUN	NNS	pobj	for	43	nn_all	None	None	None	None	None	None	nn_place	None
46	in	in	ADP	IN	prep	places	45	prep_phrase	None	None	None	None	None	None	None	None
47	the	the	DET	DT	det	mountain	48	None	None	None	None	None	None	None	None	None
48	mountain	mountain	NOUN	NN	pobj	in	46	nn_all	None	None	None	None	None	None	nn_place	None
49	in	in	ADP	IN	dep	go	40	None	None	None	None	None	None	None	None	None
50	to	to	PART	TO	aux	find	51	None	None	None	None	None	None	None	None	None
51	find	find	VERB	VB	advcl	go	40	verb	non_past_tense	None	None	to_clause	None	None	mental_verb	None
52	some	some	DET	DT	det	food	53	None	None	None	None	None	None	None	None	None
53	food	food	NOUN	NN	dobj	find	51	nn_all	None	None	None	None	None	None	nn_concrete	None
54	for	for	ADP	IN	prep	food	53	prep_phrase	None	None	None	None	None	None	None	None
55	him	he	PRON	PRP	pobj	for	54	pp_all	pp3	None	None	None	None	None	None	None
56	.	.	PUNCT	.	punct	go	40	None	None	None	None	None	None	None	None	None

#sentence 2
57	I	i	PRON	PRP	nsubj	love	58	pp_all	pp1	None	None	None	None	None	None	None
58	love	love	VERB	VBP	ROOT	love	58	verb	non_past_tense	None	None	None	None	None	mental_verb	None
59	my	my	PRON	PRP$	poss	eagle	60	pp_all	pp1	None	None	None	None	None	None	None
60	eagle	eagle	NOUN	NN	dobj	love	58	nn_all	None	None	None	None	None	None	None	None
61	so	so	ADV	RB	advmod	much	62	None	emphatics	None	None	None	None	None	None	None
62	much	much	ADV	RB	advmod	love	58	None	None	None	None	None	None	None	None	None
63	and	and	CCONJ	CC	cc	love	58	None	cc_clause	None	None	None	None	None	None	None
64	I	i	PRON	PRP	nsubj	think	65	pp_all	pp1	None	None	None	None	None	None	None
65	think	think	VERB	VBP	conj	love	58	verb	non_past_tense	None	None	None	None	None	mental_verb	None
66	he	he	PRON	PRP	nsubj	is	67	pp_all	pp3	None	None	None	None	None	None	None
67	is	be	AUX	VBZ	ccomp	think	65	None	None	be_mv	None	None	None	None	None	None
68	also	also	ADV	RB	advmod	is	67	None	None	None	None	None	None	None	None	None
69	.	.	PUNCT	.	punct	think	65	None	None	None	None	None	None	None	None	None

#sentence 3
70	I	i	PRON	PRP	nsubj	miss	71	pp_all	pp1	None	None	None	None	None	None	None
71	miss	miss	VERB	VBP	ROOT	miss	71	verb	non_past_tense	None	None	None	None	None	mental_verb	None
72	him	he	PRON	PRP	dobj	miss	71	pp_all	pp3	None	None	None	None	None	None	None
73	so	so	ADV	RB	advmod	much	74	None	emphatics	None	None	None	None	None	None	None
74	much	much	ADV	RB	advmod	miss	71	None	None	None	None	None	None	None	None	None
75	now	now	ADV	RB	advmod	miss	71	None	None	None	None	None	None	None	None	None
76	because	because	SCONJ	IN	mark	is	78	None	None	None	adverbial_subordinator_causitive	None	None	None	None	None
77	he	he	PRON	PRP	nsubj	is	78	pp_all	pp3	None	None	None	None	None	None	None
78	is	be	AUX	VBZ	advcl	miss	71	None	None	be_mv	None	None	None	None	None	None
79	not	not	PART	RB	neg	is	78	None	None	None	None	None	None	None	None	None
80	with	with	ADP	IN	prep	is	78	prep_phrase	None	None	None	None	None	None	None	None
81	me	i	PRON	PRP	pobj	with	80	pp_all	pp1	None	None	None	None	None	None	None
82	.	.	PUNCT	.	punct	miss	71	None	None	None	None	None	None	None	None	None

#sentence 4
83	Also	also	ADV	RB	advmod	sleep	88	None	None	None	None	None	None	None	None	None
84	at	at	ADP	IN	prep	sleep	88	prep_phrase	None	None	None	None	None	None	None	None
85	the	the	DET	DT	det	night	86	None	None	None	None	None	None	None	None	None
86	night	night	NOUN	NN	pobj	at	84	nn_all	None	None	None	None	None	None	None	None
87	he	he	PRON	PRP	nsubj	sleep	88	pp_all	pp3	None	None	None	None	None	None	None
88	sleep	sleep	VERB	VBP	ROOT	sleep	88	verb	non_past_tense	None	None	None	None	None	None	None
89	in	in	ADP	IN	prep	sleep	88	prep_phrase	None	None	None	None	None	None	None	None
90	my	my	PRON	PRP$	poss	room	91	pp_all	pp1	None	None	None	None	None	None	None
91	room	room	NOUN	NN	pobj	in	89	nn_all	None	None	None	None	None	None	nn_place	None
92	.	.	PUNCT	.	punct	sleep	88	None	None	None	None	None	None	None	None	None

#sentence 5
93	When	when	SCONJ	WRB	advmod	get	96	None	None	None	None	None	None	None	None	None
94	I	i	PRON	PRP	nsubj	get	96	pp_all	pp1	None	None	None	None	None	None	None
95	just	just	ADV	RB	advmod	get	96	None	emphatics	None	None	None	None	None	None	None
96	get	get	VERB	VBP	advcl	saw	102	verb	non_past_tense	None	None	None	None	None	intransitive_activity_phrasal_verb	None
97	up	up	ADP	RP	prt	get	96	None	None	None	None	None	None	None	None	None
98	in	in	ADP	IN	prep	get	96	prep_phrase	None	None	None	None	None	None	None	None
99	the	the	DET	DT	det	morning	100	None	None	None	None	None	None	None	None	None
100	morning	morning	NOUN	NN	pobj	in	98	nn_all	None	None	None	None	None	None	nn_quantity	None
101	I	i	PRON	PRP	nsubj	saw	102	pp_all	pp1	None	None	None	None	None	None	None
102	saw	see	VERB	VBD	ROOT	saw	102	verb	past_tense	None	None	None	None	None	mental_verb	None
103	him	he	PRON	PRP	nsubj	looking	104	pp_all	pp3	None	None	None	None	None	None	None
104	looking	look	VERB	VBG	ccomp	saw	102	verb	None	None	None	None	None	None	existence_verb	None
105	to	to	ADP	IN	prep	looking	104	prep_phrase	None	None	None	None	None	None	None	None
106	my	my	PRON	PRP$	poss	face	107	pp_all	pp1	None	None	None	None	None	None	None
107	face	face	NOUN	NN	pobj	to	105	nn_all	None	None	None	None	None	None	nn_concrete	None
108	and	and	CCONJ	CC	cc	looking	104	None	cc_phrase	None	None	None	None	None	None	None
109	try	try	VERB	VB	conj	looking	104	verb	non_past_tense	None	None	None	None	None	activity_verb	None
110	to	to	PART	TO	aux	say	111	None	None	None	None	None	None	None	None	None
111	say	say	VERB	VB	xcomp	try	109	verb	non_past_tense	None	None	to_clause	to_clause_verb	None	communication_verb	to_clause_verb_to_causative
112	good	good	ADJ	JJ	amod	morning	113	None	jj_attributive	None	None	None	None	None	None	None
113	morning	morning	NOUN	NN	dobj	say	111	nn_all	None	None	None	None	None	None	nn_quantity	None
114	.	.	PUNCT	.	punct	saw	102	None	None	None	None	None	None	None	None	None

#sentence 6
115	and	and	CCONJ	CC	cc	know	117	None	cc_clause	None	None	None	None	None	None	None
116	I	i	PRON	PRP	nsubj	know	117	pp_all	pp1	None	None	None	None	None	None	None
117	know	know	VERB	VBP	ROOT	know	117	verb	non_past_tense	None	None	None	None	None	mental_verb	None
118	when	when	SCONJ	WRB	advmod	is	120	None	None	None	None	None	None	None	None	None
119	he	he	PRON	PRP	nsubj	is	120	pp_all	pp3	None	None	None	None	None	None	None
120	is	be	AUX	VBZ	advcl	know	117	None	None	be_mv	None	None	None	None	None	None
121	in	in	ADP	IN	prep	is	120	prep_phrase	None	None	None	None	None	None	None	None
122	a	a	DET	DT	det	mood	124	None	None	None	None	None	None	None	None	None
123	bad	bad	ADJ	JJ	amod	mood	124	None	jj_attributive	None	None	None	None	None	None	None
124	mood	mood	NOUN	NN	pobj	in	121	nn_all	None	None	None	None	None	None	None	None
125	or	or	CCONJ	CC	cc	mood	124	None	cc_phrase	None	None	None	None	None	None	None
126	a	a	DET	DT	det	mood	128	None	None	None	None	None	None	None	None	None
127	good	good	ADJ	JJ	amod	mood	128	None	jj_attributive	None	None	None	None	None	None	None
128	mood	mood	NOUN	NN	conj	mood	124	nn_all	None	None	None	None	None	None	None	None
129	in	in	ADP	IN	prep	mood	128	prep_phrase	None	None	None	None	None	None	None	None
130	his	his	PRON	PRP$	poss	face	131	pp_all	pp3	None	None	None	None	None	None	None
131	face	face	NOUN	NN	pobj	in	129	nn_all	None	None	None	None	None	None	nn_concrete	None
132	.	.	PUNCT	.	punct	know	117	None	None	None	None	None	None	None	None	None

#sentence 7
133	I	i	PRON	PRP	nsubj	hunt	134	pp_all	pp1	None	None	None	None	None	None	None
134	hunt	hunt	VERB	VBP	ROOT	hunt	134	verb	non_past_tense	None	None	None	None	None	None	None
135	birds	bird	NOUN	NNS	dobj	hunt	134	nn_all	None	None	None	None	None	None	nn_animate	None
136	by	by	ADP	IN	prep	hunt	134	prep_phrase	None	None	None	None	None	None	None	None
137	this	this	DET	DT	det	eagle	138	None	None	None	None	None	None	None	None	None
138	eagle	eagle	NOUN	NN	pobj	by	136	nn_all	None	None	None	None	None	None	None	None
139	and	and	CCONJ	CC	cc	hunt	134	None	cc_clause	None	None	None	None	None	None	None
140	I	i	PRON	PRP	nsubj	know	141	pp_all	pp1	None	None	None	None	None	None	None
141	know	know	VERB	VBP	conj	hunt	134	verb	non_past_tense	None	None	None	None	None	mental_verb	None
142	when	when	SCONJ	WRB	advmod	like	145	None	wh_clause	None	None	None	None	None	None	None
143	he	he	PRON	PRP	nsubj	like	145	pp_all	pp3	None	None	None	None	None	None	None
144	would	would	AUX	MD	aux	like	145	None	None	None	None	None	None	None	None	None
145	like	like	VERB	VB	ccomp	know	141	verb	non_past_tense	None	None	None	None	None	mental_verb	None
146	to	to	PART	TO	aux	go	147	None	None	None	None	None	None	None	None	None
147	go	go	VERB	VB	xcomp	like	145	verb	non_past_tense	None	None	to_clause	to_clause_verb	None	activity_verb	to_clause_verb_desire
148	or	or	CCONJ	CC	cc	like	145	None	cc_phrase	None	None	None	None	None	None	None
149	not	not	PART	RB	conj	like	145	None	None	None	None	None	None	None	None	None
150	because	because	SCONJ	IN	mark	make	160	None	None	None	adverbial_subordinator_causitive	None	None	None	None	None
151	sometimes	sometimes	ADV	RB	advmod	make	160	None	None	None	None	None	None	None	None	None
152	when	when	SCONJ	WRB	advmod	is	154	None	None	None	None	None	None	None	None	None
153	he	he	PRON	PRP	nsubj	is	154	pp_all	pp3	None	None	None	None	None	None	None
154	is	be	AUX	VBZ	advcl	make	160	None	None	be_mv	None	None	None	None	None	None
155	in	in	ADP	IN	prep	is	154	prep_phrase	None	None	None	None	None	None	None	None
156	a	a	DET	DT	det	mood	158	None	None	None	None	None	None	None	None	None
157	good	good	ADJ	JJ	amod	mood	158	None	jj_attributive	None	None	None	None	None	None	None
158	mood	mood	NOUN	NN	pobj	in	155	nn_all	None	None	None	None	None	None	None	None
159	he	he	PRON	PRP	nsubj	make	160	pp_all	pp3	None	None	None	None	None	None	None
160	make	make	VERB	VBP	advcl	know	141	verb	non_past_tense	None	None	None	None	None	activity_verb	None
161	like	like	INTJ	UH	intj	make	160	None	None	None	None	None	None	None	None	None
162	a	a	DET	DT	det	sound	163	None	None	None	None	None	None	None	None	None
163	sound	sound	NOUN	NN	dobj	make	160	nn_all	None	None	None	None	None	None	nn_abstract	None
164	and	and	CCONJ	CC	cc	make	160	None	cc_phrase	None	None	None	None	None	None	None
165	move	move	VERB	VBP	conj	make	160	verb	non_past_tense	None	None	None	None	None	activity_verb	None
166	his	his	PRON	PRP$	poss	wings	167	pp_all	pp3	None	None	None	None	None	None	None
167	wings	wing	NOUN	NNS	dobj	move	165	nn_all	nominalization	None	None	None	None	None	None	None
168	and	and	CCONJ	CC	cc	wings	167	None	cc_phrase	None	None	None	None	None	None	None
169	his	his	PRON	PRP$	poss	tail	170	pp_all	pp3	None	None	None	None	None	None	None
170	tail	tail	NOUN	NN	conj	wings	167	nn_all	None	None	None	None	None	None	None	None
171	,	,	PUNCT	,	punct	's	173	None	None	None	None	None	None	None	None	None
172	that	that	PRON	DT	nsubj	's	173	None	that_complement_clause	None	None	None	None	None	None	None
173	's	be	AUX	VBZ	ccomp	know	141	None	None	be_mv	None	contraction	None	None	None	None
174	mean	mean	ADJ	JJ	acomp	's	173	None	jj_predicative	None	None	None	None	None	None	None
175	he	he	PRON	PRP	nsubj	like	177	pp_all	pp3	None	None	None	None	None	None	None
176	would	would	AUX	MD	aux	like	177	None	None	None	None	None	None	None	None	None
177	like	like	VERB	VB	ccomp	mean	174	verb	non_past_tense	None	None	None	None	None	mental_verb	None
178	to	to	PART	TO	aux	go	179	None	None	None	None	None	None	None	None	None
179	go	go	VERB	VB	xcomp	like	177	verb	non_past_tense	None	None	to_clause	to_clause_verb	None	activity_verb	to_clause_verb_desire
180	out	out	ADV	RB	advmod	go	179	None	place_adverbials	None	None	None	None	None	None	None
181	with	with	ADP	IN	prep	go	179	prep_phrase	None	None	None	None	None	None	None	None
182	me	i	PRON	PRP	pobj	with	181	pp_all	pp1	None	None	None	None	None	None	None
183	now	now	ADV	RB	advmod	go	179	None	None	None	None	None	None	None	None	None
184	to	to	PART	TO	aux	hunt	185	None	None	None	None	None	None	None	None	None
185	hunt	hunt	VERB	VB	advcl	go	179	verb	non_past_tense	None	None	to_clause	None	None	None	None
186	or	or	CCONJ	CC	cc	hunt	185	None	cc_phrase	None	None	None	None	None	None	None
187	maybe	maybe	ADV	RB	advmod	eat	189	None	hedges_adverb	None	None	None	None	None	None	None
188	to	to	PART	TO	aux	eat	189	None	None	None	None	None	None	None	None	None
189	eat	eat	VERB	VB	conj	hunt	185	verb	non_past_tense	None	None	to_clause	None	None	activity_verb	None
190	.	.	PUNCT	.	punct	know	141	None	None	None	None	None	None	None	None	None
