

#sentence 0
134	frustration	frustration	NOUN	NN	appos	emotion	130	nn_all	nominalization	None	None	None	None	None	None	None
135	creeps	creep	VERB	VBZ	advcl	continues	126	verb	non_past_tense	None	None	None	None	None	None	None
136	in	in	ADP	RP	prt	creeps	135	None	None	None	None	None	None	None	None	None
137	and	and	CCONJ	CC	cc	creeps	135	None	cc_phrase	None	None	None	None	None	None	None
138	tells	tell	VERB	VBZ	conj	creeps	135	verb	non_past_tense	None	None	None	None	None	communication_verb	None
139	the	the	DET	DT	det	2	141	None	None	None	None	None	None	None	None	None
140	other	other	ADJ	JJ	amod	2	141	None	jj_attributive	None	None	None	None	None	None	None
141	2	2	NUM	CD	dobj	tells	138	None	None	None	None	None	None	None	None	None
142	to	to	PART	TO	aux	stop	143	None	None	None	None	None	None	None	None	None
143	stop	stop	VERB	VB	xcomp	tells	138	verb	non_past_tense	None	None	to_clause	None	None	aspectual_verb	None
144	interfering	interfere	VERB	VBG	xcomp	stop	143	verb	None	None	None	None	None	None	None	None
145	with	with	ADP	IN	prep	interfering	144	prep_phrase	None	None	None	None	None	None	None	None
146	other	other	ADJ	JJ	amod	emotions	147	None	jj_attributive	None	None	None	None	None	None	None
147	emotions	emotion	NOUN	NNS	pobj	with	145	nn_all	nominalization	None	None	None	None	None	nn_cognitive	None
148	still	still	ADV	RB	advmod	come	150	None	None	None	None	None	None	None	None	None
149	to	to	PART	TO	aux	come	150	None	None	None	None	None	None	None	None	None
150	come	come	VERB	VB	relcl	emotions	147	verb	non_past_tense	None	None	to_clause	None	None	activity_verb	None
151	.	.	PUNCT	.	punct	continues	126	None	None	None	None	None	None	None	None	None

#sentence 7
152	This	this	PRON	DT	nsubj	seems	153	None	pp_demonstrative	None	None	None	None	None	None	None
153	seems	seem	VERB	VBZ	ROOT	seems	153	verb	non_past_tense	None	None	None	None	None	existence_verb	None
154	like	like	ADP	IN	prep	seems	153	prep_phrase	None	None	None	None	None	None	None	None
155	a	a	DET	DT	det	piece	158	None	None	None	None	None	None	None	None	None
156	very	very	ADV	RB	advmod	garbled	157	None	amplifiers_adverb	None	None	None	None	None	None	None
157	garbled	garbled	ADJ	JJ	amod	piece	158	None	jj_attributive	None	None	None	None	None	None	None
158	piece	piece	NOUN	NN	pobj	like	154	nn_all	None	None	None	None	None	None	nn_concrete	None
159	to	to	ADP	IN	prep	seems	153	prep_phrase	None	None	None	None	None	None	None	None
160	me	i	PRON	PRP	pobj	to	159	pp_all	pp1	None	None	None	None	None	None	None
161	already	already	ADV	RB	advmod	seems	153	None	None	None	None	None	None	None	None	None
162	,	,	PUNCT	,	punct	seems	153	None	None	None	None	None	None	None	None	None
163	but	but	CCONJ	CC	cc	seems	153	None	None	None	None	None	None	None	None	None
164	well	well	INTJ	UH	intj	is	167	None	None	None	None	None	None	None	None	None
165	,	,	PUNCT	,	punct	is	167	None	None	None	None	None	None	None	None	None
166	it	it	PRON	PRP	nsubj	is	167	pp_all	pp3_it	None	None	None	None	None	None	None
167	is	be	AUX	VBZ	conj	seems	153	None	None	be_mv	None	None	None	None	None	None
168	my	my	PRON	PRP$	poss	stream	170	pp_all	pp1	None	None	None	None	None	None	None
169	current	current	ADJ	JJ	amod	stream	170	None	jj_attributive	None	None	None	None	None	None	None
170	stream	stream	NOUN	NN	attr	is	167	nn_all	None	None	None	None	None	None	nn_place	None
171	of	of	ADP	IN	prep	stream	170	prep_phrase	None	None	None	None	None	None	None	None
172	consciousness	consciousness	NOUN	NN	pobj	of	171	nn_all	nominalization	None	None	None	None	None	nn_cognitive	None
173	.	.	PUNCT	.	punct	is	167	None	None	None	None	None	None	None	None	None
